intent,user_input,bot_response,risk_level,escalation_required,age_group,guideline_reference
anxiety_symptoms,Recently I cannot stop worrying a lot,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,senior,WHO Suicide Prevention Guidance
depression_symptoms,Recently I feel sad every day lately,I am sorry you are going through this. You deserve support and care.,high,yes,teen,WHO Psychological First Aid
coping_mechanism,Sometimes What can I do when I feel overwhelmed,Small daily self-care activities can support emotional resilience over time.,low,no,senior,WHO Psychological First Aid
professional_help,Do I need counseling,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,child,WHO Psychological First Aid
suicide_warning,Lately I feel like ending my life a lot,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,teen,WHO Suicide Prevention Guidance
mental_health_faq,Is anxiety treatable recently,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
emotional_support,Recently I feel emotionally weak every day,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,WHO Psychological First Aid
stress_reaction,Honestly I feel tension in my body every day lately,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,Honestly I feel panic before social events a lot,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,teen,WHO Suicide Prevention Guidance
depression_symptoms,I feel tired all the time lately,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,senior,WHO Psychological First Aid
coping_mechanism,Lately How can I improve my mental health lately,Small daily self-care activities can support emotional resilience over time.,low,no,adult,WHO Psychological First Aid
professional_help,How do I know if I need professional help and it worries me,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,teen,WHO Psychological First Aid
suicide_warning,Sometimes I want the pain to stop lately,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,child,WHO Mental Health Gap Action Programme
mental_health_faq,Lately How common are mental illnesses and it worries me,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
emotional_support,Recently I need comfort a lot,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,senior,WHO Psychological First Aid
stress_reaction,Recently I cannot relax anymore lately,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,senior,WHO Psychological First Aid
anxiety_symptoms,Lately I avoid situations because I get anxious,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,teen,WHO Psychological First Aid
depression_symptoms,Sometimes I lost interest in everything,I am sorry you are going through this. You deserve support and care.,high,yes,child,WHO Psychological First Aid
coping_mechanism,Recently What are healthy coping strategies a lot,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Sometimes Can therapy help me recently,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,adult,WHO Suicide Prevention Guidance
suicide_warning,These days I am thinking about hurting myself recently,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,adult,WHO Mental Health Gap Action Programme
mental_health_faq,Sometimes What are symptoms of burnout a lot,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,teen,WHO Psychological First Aid
emotional_support,Sometimes Nobody understands me,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
stress_reaction,I feel burned out every day,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,child,WHO Psychological First Aid
anxiety_symptoms,Sometimes I cannot stop worrying and it worries me,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,teen,WHO Psychological First Aid
depression_symptoms,I feel sad every day recently,I am sorry you are going through this. You deserve support and care.,high,yes,senior,WHO Suicide Prevention Guidance
coping_mechanism,Lately Can breathing exercises help anxiety recently,Small daily self-care activities can support emotional resilience over time.,low,no,teen,WHO Suicide Prevention Guidance
professional_help,These days When should someone seek mental health support and it worries me,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,child,WHO Psychological First Aid
suicide_warning,Sometimes I want to disappear,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,senior,WHO Mental Health Gap Action Programme
mental_health_faq,These days What are symptoms of burnout a lot,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,teen,WHO Mental Health Gap Action Programme
emotional_support,Honestly I feel unsupported every day,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,WHO Psychological First Aid
stress_reaction,These days I feel pressure all the time lately,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,I feel anxious all the time and it worries me,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,senior,WHO Mental Health Gap Action Programme
